,Idade,Sexo,Dependentes,Nivel_educacional,Estado_civil,Renda,limite_do_cartao2
5866,53,M,3,College,Single,$120K +,1
5867,55,M,2,Unknown,Married,$120K +,1
5868,41,M,2,Unknown,Single,$60K - $80K,1
5869,61,M,1,Unknown,Single,$40K - $60K,1
5870,51,M,2,Uneducated,Single,$120K +,1
5871,51,M,2,Uneducated,Single,$120K +,1
5872,51,M,2,Uneducated,Single,$120K +,1
5873,46,M,4,Uneducated,Married,$40K - $60K,1
5874,46,M,3,High School,Married,$60K - $80K,1
5875,46,M,3,High School,Married,$60K - $80K,1
5876,62,M,1,Graduate,Married,$60K - $80K,1
5877,55,M,2,Uneducated,Divorced,$60K - $80K,1
5878,33,F,4,High School,Single,Unknown,1
5879,42,M,2,College,Married,$80K - $120K,1
5880,62,M,1,Uneducated,Married,$60K - $80K,1
5881,51,M,2,College,Single,$120K +,1
5882,51,M,2,College,Single,$120K +,1
5883,43,F,4,Graduate,Married,Less than $40K,1
5884,43,F,4,Graduate,Married,Less than $40K,1
5885,43,F,4,Graduate,Married,Less than $40K,1
5886,50,M,2,Unknown,Divorced,$80K - $120K,1
5887,42,M,2,Uneducated,Single,$60K - $80K,1
5888,52,F,4,High School,Single,Unknown,1
5889,52,F,4,High School,Single,Unknown,1
5890,30,M,1,Graduate,Married,$80K - $120K,1
5891,60,M,1,Uneducated,Married,$60K - $80K,1
5892,44,F,2,College,Single,$40K - $60K,1
5893,45,F,4,High School,Married,Unknown,1
5894,37,M,3,Graduate,Unknown,$40K - $60K,1
5895,48,M,2,High School,Married,$80K - $120K,1
5896,48,M,2,High School,Married,$80K - $120K,1
5897,48,M,2,High School,Married,$80K - $120K,1
5898,48,M,2,High School,Married,$80K - $120K,1
5899,39,M,1,Uneducated,Single,$60K - $80K,1
5900,41,M,2,Graduate,Married,$120K +,1
5901,34,M,1,Graduate,Married,$80K - $120K,1
5902,52,M,2,Unknown,Single,$80K - $120K,1
5903,54,F,0,Post-Graduate,Single,Less than $40K,1
5904,40,M,3,Post-Graduate,Married,$80K - $120K,1
5905,52,M,0,High School,Married,$120K +,1
5906,45,M,3,Graduate,Single,$60K - $80K,1
5907,45,M,3,Graduate,Single,$60K - $80K,1
5908,45,M,3,Graduate,Single,$60K - $80K,1
5909,61,M,0,Post-Graduate,Married,$40K - $60K,1
5910,51,M,2,Unknown,Unknown,$120K +,1
5911,48,F,2,College,Married,Less than $40K,1
5912,48,F,2,College,Married,Less than $40K,1
5913,49,M,4,High School,Married,$60K - $80K,1
5914,53,M,3,High School,Married,$120K +,1
5915,53,M,3,High School,Married,$120K +,1
5916,53,M,3,High School,Married,$120K +,1
5917,53,M,3,High School,Married,$120K +,1
5918,34,M,2,Uneducated,Single,$80K - $120K,1
5919,40,M,3,Graduate,Single,$120K +,1
5920,49,F,5,College,Single,Unknown,1
5921,46,M,4,Graduate,Married,$60K - $80K,1
5922,30,M,0,Graduate,Unknown,$60K - $80K,1
5923,49,M,2,Unknown,Unknown,$60K - $80K,1
5924,46,M,5,High School,Married,$40K - $60K,1
5925,61,M,0,High School,Married,$60K - $80K,1
5926,42,M,5,Uneducated,Married,$40K - $60K,1
5927,47,F,4,Graduate,Single,Less than $40K,1
5928,47,F,2,Graduate,Single,Less than $40K,1
5929,47,F,2,Graduate,Single,Less than $40K,1
5930,53,F,4,Graduate,Married,$40K - $60K,1
5931,45,M,3,Graduate,Married,$60K - $80K,1
5932,45,M,3,Graduate,Married,$60K - $80K,1
5933,45,M,3,Graduate,Married,$60K - $80K,1
5934,42,M,3,High School,Unknown,$60K - $80K,1
5935,52,M,1,Graduate,Married,$80K - $120K,1
5936,37,M,3,Graduate,Married,$120K +,1
5937,47,M,1,Uneducated,Unknown,$80K - $120K,1
5938,52,M,2,High School,Married,$60K - $80K,1
5939,52,M,2,High School,Married,$60K - $80K,1
5940,52,M,2,High School,Married,$60K - $80K,1
5941,52,M,2,High School,Married,$60K - $80K,1
5942,43,M,4,College,Married,$60K - $80K,1
5943,51,F,2,Doctorate,Married,Less than $40K,1
5944,51,F,2,Doctorate,Married,Less than $40K,1
5945,39,M,3,College,Unknown,$80K - $120K,1
5946,60,M,0,Uneducated,Married,$60K - $80K,1
5947,60,M,0,Uneducated,Married,$60K - $80K,1
5948,55,M,1,Graduate,Single,$120K +,1
5949,40,F,1,High School,Married,Unknown,1
5950,36,M,2,Post-Graduate,Married,$60K - $80K,1
5951,43,M,3,High School,Unknown,$60K - $80K,1
5952,41,M,3,Graduate,Married,$120K +,1
5953,41,M,3,Graduate,Married,$120K +,1
5954,41,M,3,Graduate,Married,$120K +,1
5955,41,M,3,Graduate,Married,$120K +,1
5956,41,M,3,Graduate,Married,$120K +,1
5957,39,M,4,Unknown,Single,$120K +,1
5958,55,F,2,Post-Graduate,Married,$40K - $60K,1
5959,42,M,3,Graduate,Married,$80K - $120K,1
5960,42,M,3,Graduate,Married,$80K - $120K,1
5961,42,M,3,Graduate,Married,$80K - $120K,1
5962,42,M,3,Graduate,Married,$80K - $120K,1
5963,42,M,3,Graduate,Married,$80K - $120K,1
5964,54,M,3,Graduate,Married,$120K +,1
5965,54,M,3,Graduate,Married,$120K +,1
5966,54,M,3,Graduate,Married,$120K +,1
5967,57,M,1,Uneducated,Married,$120K +,1
5968,39,M,1,Graduate,Single,$120K +,1
5969,39,M,1,Graduate,Single,$120K +,1
5970,46,M,2,Graduate,Married,$80K - $120K,1
5971,46,M,2,Graduate,Married,$80K - $120K,1
5972,46,M,2,Graduate,Married,$80K - $120K,1
5973,54,M,2,High School,Married,$80K - $120K,1
5974,54,M,2,High School,Married,$80K - $120K,1
5975,54,M,2,High School,Married,$80K - $120K,1
5976,42,M,4,Graduate,Unknown,$40K - $60K,1
5977,35,M,2,Graduate,Married,$80K - $120K,1
5978,35,M,2,Graduate,Married,$80K - $120K,1
5979,65,F,0,High School,Married,$40K - $60K,1
5980,65,F,0,High School,Married,$40K - $60K,1
5981,36,M,3,Post-Graduate,Married,$120K +,1
5982,42,F,4,Graduate,Single,Less than $40K,1
5983,51,M,1,Uneducated,Married,$80K - $120K,1
5984,51,M,1,Uneducated,Married,$80K - $120K,1
5985,40,F,3,College,Unknown,$40K - $60K,1
5986,40,M,5,Graduate,Married,$80K - $120K,1
5987,53,M,2,Uneducated,Married,$40K - $60K,1
5988,40,M,2,Graduate,Married,$80K - $120K,1
5989,65,F,1,High School,Married,Unknown,1
5990,58,F,4,High School,Divorced,Unknown,1
5991,41,M,2,High School,Married,$60K - $80K,1
5992,41,M,2,High School,Married,$60K - $80K,1
5993,54,M,5,Graduate,Married,$80K - $120K,1
5994,39,F,4,Graduate,Married,Unknown,1
5995,55,M,1,Graduate,Married,$80K - $120K,1
5996,55,M,1,Graduate,Married,$80K - $120K,1
5997,38,F,2,High School,Married,$40K - $60K,1
5998,39,F,3,Graduate,Single,Less than $40K,1
5999,39,M,3,High School,Single,$60K - $80K,1
6000,39,M,3,High School,Single,$60K - $80K,1
6001,39,M,3,High School,Single,$60K - $80K,1
6002,55,M,3,Graduate,Married,$80K - $120K,1
6003,55,M,3,Graduate,Married,$80K - $120K,1
6004,44,M,5,Graduate,Married,$120K +,1
6005,49,F,5,Post-Graduate,Unknown,$40K - $60K,1
6006,41,M,3,Uneducated,Married,$80K - $120K,1
6007,49,F,2,Unknown,Unknown,$40K - $60K,1
6008,45,F,3,Graduate,Single,Unknown,1
6009,44,M,4,Unknown,Married,$120K +,1
6010,44,M,4,Unknown,Married,$120K +,1
6011,65,M,2,Graduate,Married,Unknown,1
6012,35,F,1,Graduate,Married,Less than $40K,1
6013,47,M,5,Graduate,Single,$120K +,1
6014,48,M,4,High School,Married,$80K - $120K,1
6015,48,M,4,High School,Married,$80K - $120K,1
6016,48,M,4,High School,Married,$80K - $120K,1
6017,44,M,3,Graduate,Married,$80K - $120K,1
6018,44,M,3,Graduate,Married,$80K - $120K,1
6019,44,F,3,College,Single,Less than $40K,1
6020,44,F,3,College,Single,Less than $40K,1
6021,34,F,1,Graduate,Single,Less than $40K,1
6022,49,M,4,Graduate,Single,$80K - $120K,1
6023,49,M,4,Graduate,Single,$80K - $120K,1
6024,37,M,4,High School,Married,$60K - $80K,1
6025,52,M,2,Post-Graduate,Married,$60K - $80K,1
6026,42,M,4,High School,Unknown,$80K - $120K,1
6027,36,M,2,Graduate,Married,$40K - $60K,1
6028,36,M,2,Graduate,Married,$40K - $60K,1
6029,40,F,2,Post-Graduate,Married,Less than $40K,1
6030,47,M,3,Post-Graduate,Single,$60K - $80K,1
6031,52,F,1,Graduate,Single,Less than $40K,1
6032,52,F,1,Graduate,Single,Less than $40K,1
6033,49,M,2,Unknown,Single,$60K - $80K,1
6034,34,M,3,Graduate,Divorced,$80K - $120K,1
6035,53,M,4,High School,Married,$80K - $120K,1
6036,53,M,4,High School,Married,$80K - $120K,1
6037,48,M,3,Doctorate,Divorced,$120K +,1
6038,38,M,4,High School,Single,$80K - $120K,1
6039,43,M,4,Uneducated,Single,$80K - $120K,1
6040,58,M,3,Graduate,Married,$120K +,1
6041,58,M,3,Graduate,Married,$120K +,1
6042,59,F,0,Graduate,Married,Less than $40K,1
6043,51,M,4,High School,Married,$60K - $80K,1
6044,62,F,1,High School,Married,$40K - $60K,1
6045,38,M,0,Unknown,Divorced,Less than $40K,1
6046,33,M,1,Uneducated,Married,$120K +,1
6047,54,M,3,High School,Single,$80K - $120K,1
6048,54,M,3,High School,Single,$80K - $120K,1
6049,37,F,1,Graduate,Married,$40K - $60K,1
6050,30,M,0,Unknown,Married,$60K - $80K,1
6051,49,M,5,Unknown,Single,$60K - $80K,1
6052,56,M,1,Doctorate,Married,$60K - $80K,1
6053,51,F,3,Post-Graduate,Married,Less than $40K,1
6054,64,F,1,Uneducated,Married,$40K - $60K,1
6055,46,F,3,High School,Married,Unknown,1
6056,38,F,1,Uneducated,Single,Less than $40K,1
6057,53,M,1,Uneducated,Married,$120K +,1
6058,26,M,0,College,Single,$60K - $80K,1
6059,55,M,2,Unknown,Single,$80K - $120K,1
6060,55,M,2,Unknown,Single,$80K - $120K,1
6061,55,M,2,Unknown,Single,$80K - $120K,1
6062,52,M,2,Graduate,Married,$80K - $120K,1
6063,52,M,2,Graduate,Married,$80K - $120K,1
6064,52,M,2,Graduate,Married,$80K - $120K,1
6065,52,M,2,Graduate,Married,$80K - $120K,1
6066,52,M,2,Graduate,Married,$80K - $120K,1
6067,58,F,1,Doctorate,Single,$40K - $60K,1
6068,55,M,3,Unknown,Single,$60K - $80K,1
6069,55,M,3,Unknown,Single,$60K - $80K,1
6070,35,M,3,Post-Graduate,Single,$80K - $120K,1
6071,43,M,3,College,Single,$40K - $60K,1
6072,43,M,3,College,Single,$40K - $60K,1
6073,36,F,2,Post-Graduate,Married,Less than $40K,1
6074,39,F,2,Unknown,Married,Unknown,1
6075,48,F,2,Uneducated,Married,$40K - $60K,1
6076,44,M,4,Graduate,Married,$40K - $60K,1
6077,38,M,1,Graduate,Married,$60K - $80K,1
6078,39,M,3,Unknown,Married,$80K - $120K,1
6079,53,F,3,High School,Unknown,Less than $40K,1
6080,51,F,4,Graduate,Single,Unknown,1
6081,32,M,1,Graduate,Single,Unknown,1
6082,43,M,2,High School,Divorced,$80K - $120K,1
6083,54,M,1,High School,Married,$60K - $80K,1
6084,54,M,1,High School,Married,$60K - $80K,1
6085,33,F,1,High School,Single,Less than $40K,1
6086,33,F,1,High School,Single,Less than $40K,1
6087,36,M,2,Graduate,Married,$80K - $120K,1
6088,53,M,0,Graduate,Married,$120K +,1
6089,48,F,3,College,Single,Less than $40K,1
6090,48,M,3,Graduate,Married,$60K - $80K,1
6091,48,M,3,Graduate,Married,$60K - $80K,1
6092,48,M,3,Graduate,Married,$60K - $80K,1
6093,48,M,3,Graduate,Married,$60K - $80K,1
6094,48,M,3,Graduate,Married,$60K - $80K,1
6095,51,M,2,High School,Married,$60K - $80K,1
6096,51,M,2,High School,Married,$60K - $80K,1
6097,49,F,2,Uneducated,Married,Less than $40K,1
6098,49,F,2,Uneducated,Married,Less than $40K,1
6099,35,M,4,High School,Married,$40K - $60K,1
6100,65,F,0,Unknown,Married,$40K - $60K,1
6101,53,M,2,Unknown,Married,$60K - $80K,1
6102,53,M,2,Unknown,Married,$60K - $80K,1
6103,54,F,2,Uneducated,Married,Less than $40K,1
6104,64,F,0,Graduate,Married,Unknown,1
6105,38,F,4,Graduate,Married,Unknown,1
6106,32,M,1,College,Divorced,$80K - $120K,1
6107,57,M,2,Uneducated,Single,$80K - $120K,1
6108,57,M,2,Uneducated,Single,$80K - $120K,1
6109,57,M,2,Uneducated,Single,$80K - $120K,1
6110,65,M,0,High School,Single,Less than $40K,1
6111,55,M,2,College,Married,$80K - $120K,1
6112,54,M,1,College,Married,$80K - $120K,1
6113,54,M,1,College,Married,$80K - $120K,1
6114,44,M,4,High School,Single,$120K +,1
6115,58,M,1,Uneducated,Married,$80K - $120K,1
6116,47,F,5,Graduate,Married,Less than $40K,1
6117,51,M,1,Unknown,Single,$80K - $120K,1
6118,51,M,1,Unknown,Single,$80K - $120K,1
6119,35,M,3,Uneducated,Married,$80K - $120K,1
6120,55,F,2,Unknown,Married,Unknown,1
6121,57,F,4,Doctorate,Married,Unknown,1
6122,56,M,2,Doctorate,Married,$60K - $80K,1
6123,48,M,2,Unknown,Unknown,$80K - $120K,1
6124,47,M,2,Uneducated,Married,$80K - $120K,1
6125,47,M,2,Uneducated,Married,$80K - $120K,1
6126,54,M,3,College,Single,$120K +,1
6127,37,F,2,Uneducated,Married,Less than $40K,1
6128,44,F,4,Uneducated,Married,Less than $40K,1
6129,44,F,4,Uneducated,Married,Less than $40K,1
6130,44,F,4,Uneducated,Married,Less than $40K,1
6131,44,F,4,Uneducated,Married,Less than $40K,1
6132,53,F,1,College,Single,$40K - $60K,1
6133,49,F,2,Graduate,Single,Less than $40K,1
6134,35,M,3,High School,Single,$80K - $120K,1
6135,43,M,4,High School,Single,$80K - $120K,1
6136,49,M,2,Graduate,Divorced,$60K - $80K,1
6137,49,M,2,Uneducated,Married,$80K - $120K,1
6138,49,M,2,Uneducated,Married,$80K - $120K,1
6139,49,M,2,Uneducated,Married,$80K - $120K,1
6140,49,M,2,Uneducated,Married,$80K - $120K,1
6141,31,F,1,Unknown,Single,Unknown,1
6142,46,F,3,High School,Single,Unknown,1
6143,46,F,3,High School,Single,Unknown,1
6144,38,F,3,Uneducated,Married,Less than $40K,1
6145,56,M,1,College,Divorced,$80K - $120K,1
6146,31,F,0,Uneducated,Single,Less than $40K,1
6147,31,F,0,Uneducated,Single,Less than $40K,1
6148,34,M,3,High School,Married,$120K +,1
6149,33,M,3,High School,Married,$60K - $80K,1
6150,57,M,1,High School,Married,$80K - $120K,1
6151,57,M,1,High School,Married,$80K - $120K,1
6152,58,F,0,High School,Married,Less than $40K,1
6153,39,M,3,Unknown,Single,$40K - $60K,1
6154,39,F,2,High School,Married,Unknown,1
6155,39,F,2,High School,Married,Unknown,1
6156,41,F,4,Graduate,Married,Unknown,1
6157,56,M,3,Uneducated,Married,$120K +,1
6158,56,M,3,Uneducated,Married,$120K +,1
6159,60,M,0,High School,Married,$60K - $80K,1
6160,56,F,4,High School,Single,Less than $40K,1
6161,59,M,1,Graduate,Single,$40K - $60K,1
6162,55,F,1,College,Married,Unknown,1
6163,40,M,4,Graduate,Single,$80K - $120K,1
6164,40,M,4,Graduate,Single,$80K - $120K,1
6165,44,F,2,Unknown,Unknown,Less than $40K,1
6166,37,M,2,Uneducated,Single,Unknown,1
6167,37,M,1,High School,Married,$60K - $80K,1
6168,46,M,3,College,Married,$60K - $80K,1
6169,46,M,3,College,Married,$60K - $80K,1
6170,46,M,3,College,Married,$60K - $80K,1
6171,56,F,1,Uneducated,Married,Less than $40K,1
6172,34,M,2,High School,Married,$120K +,1
6173,55,M,4,Post-Graduate,Married,$80K - $120K,1
6174,32,M,1,Unknown,Married,$40K - $60K,1
6175,58,F,4,Graduate,Married,Unknown,1
6176,56,M,3,Graduate,Single,$60K - $80K,1
6177,61,M,0,Graduate,Married,$80K - $120K,1
6178,43,M,4,Uneducated,Single,$40K - $60K,1
6179,36,M,3,Graduate,Married,$60K - $80K,1
6180,36,M,3,Graduate,Married,$60K - $80K,1
6181,43,F,5,Unknown,Single,$40K - $60K,1
6182,38,M,1,Graduate,Single,$80K - $120K,1
6183,38,M,1,Graduate,Single,$80K - $120K,1
6184,38,M,1,Graduate,Single,$80K - $120K,1
6185,52,M,2,Uneducated,Single,$80K - $120K,1
6186,52,M,2,Uneducated,Single,$80K - $120K,1
6187,45,F,3,High School,Married,$40K - $60K,1
6188,27,M,0,Graduate,Single,$120K +,1
6189,49,F,5,Unknown,Divorced,Less than $40K,1
6190,43,F,1,Graduate,Married,Less than $40K,1
6191,31,F,2,Unknown,Married,Unknown,1
6192,39,M,3,Graduate,Unknown,$80K - $120K,1
6193,37,F,2,Graduate,Single,Less than $40K,1
6194,56,M,3,Graduate,Married,$120K +,1
6195,56,M,3,Graduate,Married,$120K +,1
6196,56,M,3,Graduate,Married,$120K +,1
6197,40,F,1,Graduate,Married,Unknown,1
6198,29,M,2,Graduate,Divorced,$40K - $60K,1
6199,63,F,1,High School,Married,Unknown,1
6200,36,M,3,Unknown,Married,$60K - $80K,1
6201,40,M,4,Graduate,Married,$60K - $80K,1
6202,40,M,4,Graduate,Married,$60K - $80K,1
6203,40,M,4,Graduate,Married,$60K - $80K,1
6204,38,M,2,Graduate,Single,$40K - $60K,1
6205,32,F,0,College,Married,Unknown,1
6206,29,M,1,Graduate,Married,$80K - $120K,1
6207,29,M,1,Graduate,Married,$80K - $120K,1
6208,38,M,2,Graduate,Married,$60K - $80K,1
6209,27,M,0,Unknown,Single,$40K - $60K,1
6210,57,M,0,Uneducated,Single,$60K - $80K,1
6211,37,F,1,Graduate,Unknown,$40K - $60K,1
6212,56,F,4,Graduate,Married,Unknown,1
6213,39,M,2,Graduate,Married,$60K - $80K,1
6214,39,M,2,Graduate,Married,$60K - $80K,1
6215,34,M,1,College,Married,$60K - $80K,1
6216,46,M,5,Uneducated,Divorced,$60K - $80K,1
6217,36,M,0,Graduate,Married,$60K - $80K,1
6218,49,M,1,Unknown,Single,$80K - $120K,1
6219,49,M,1,Unknown,Single,$80K - $120K,1
6220,46,F,3,Uneducated,Single,Unknown,1
6221,46,F,3,Uneducated,Single,Unknown,1
6222,38,F,0,Graduate,Married,Unknown,1
6223,59,M,0,Graduate,Married,$60K - $80K,1
6224,50,M,1,Graduate,Married,$60K - $80K,1
6225,50,M,1,Graduate,Married,$60K - $80K,1
6226,50,M,1,Graduate,Married,$60K - $80K,1
6227,26,F,1,Unknown,Single,$40K - $60K,1
6228,32,M,0,High School,Married,$60K - $80K,1
6229,32,M,0,High School,Married,$60K - $80K,1
6230,51,F,2,College,Married,$40K - $60K,1
6231,41,M,4,Doctorate,Married,$80K - $120K,1
6232,40,F,3,High School,Unknown,Less than $40K,1
6233,40,F,3,High School,Unknown,Less than $40K,1
6234,36,F,3,Uneducated,Single,Less than $40K,1
6235,56,M,2,College,Married,$120K +,1
6236,37,M,3,Doctorate,Single,$80K - $120K,1
6237,51,F,4,Unknown,Single,Less than $40K,1
6238,51,F,4,Unknown,Single,Less than $40K,1
6239,42,M,4,High School,Single,$120K +,1
6240,38,M,2,High School,Married,$60K - $80K,1
6241,38,M,2,High School,Married,$60K - $80K,1
6242,58,M,3,Graduate,Married,$80K - $120K,1
6243,58,M,3,High School,Single,$120K +,1
6244,42,M,5,Graduate,Married,$60K - $80K,1
6245,42,M,5,Graduate,Married,$60K - $80K,1
6246,35,M,4,Graduate,Married,$120K +,1
6247,37,F,3,Graduate,Unknown,Unknown,1
6248,38,M,2,Graduate,Married,$80K - $120K,1
6249,38,M,2,Graduate,Married,$80K - $120K,1
6250,38,M,2,Graduate,Married,$80K - $120K,1
6251,38,M,2,Graduate,Married,$80K - $120K,1
6252,38,M,2,Graduate,Married,$80K - $120K,1
6253,54,M,2,Uneducated,Divorced,$40K - $60K,1
6254,33,M,2,Graduate,Married,$40K - $60K,1
6255,63,F,0,Uneducated,Married,Unknown,1
6256,33,F,2,College,Single,Unknown,1
6257,39,F,2,Doctorate,Married,Unknown,1
6258,39,F,2,Doctorate,Married,Unknown,1
6259,43,M,3,College,Unknown,$60K - $80K,1
6260,43,M,3,College,Unknown,$60K - $80K,1
6261,43,M,3,College,Unknown,$60K - $80K,1
6262,55,M,4,Graduate,Married,$120K +,1
6263,30,F,1,Graduate,Single,Less than $40K,1
6264,36,M,3,Unknown,Married,$120K +,1
6265,48,M,3,High School,Single,$40K - $60K,1
6266,53,M,2,Graduate,Married,$120K +,1
6267,53,M,2,Graduate,Married,$120K +,1
6268,53,M,2,Graduate,Married,$120K +,1
6269,32,M,2,Graduate,Divorced,$80K - $120K,1
6270,48,M,4,Uneducated,Married,$60K - $80K,1
6271,48,M,5,High School,Married,$40K - $60K,1
6272,48,M,5,High School,Married,$40K - $60K,1
6273,37,M,4,Post-Graduate,Married,$40K - $60K,1
6274,40,M,1,Post-Graduate,Married,$60K - $80K,1
6275,39,F,2,Graduate,Married,Less than $40K,1
6276,32,M,0,Post-Graduate,Married,$60K - $80K,1
6277,35,M,1,Post-Graduate,Married,$80K - $120K,1
6278,35,M,1,Post-Graduate,Married,$80K - $120K,1
6279,39,M,2,Graduate,Married,$40K - $60K,1
6280,53,F,2,Graduate,Married,Less than $40K,1
6281,53,F,2,Graduate,Married,Less than $40K,1
6282,26,F,0,Graduate,Single,$40K - $60K,1
6283,49,M,3,Graduate,Married,$80K - $120K,1
6284,49,M,3,Graduate,Married,$80K - $120K,1
6285,49,M,3,Graduate,Married,$80K - $120K,1
6286,44,M,4,Doctorate,Unknown,$120K +,1
6287,32,M,1,High School,Married,Unknown,1
6288,64,F,0,Doctorate,Married,Less than $40K,1
6289,49,F,3,Uneducated,Divorced,$40K - $60K,1
6290,32,F,3,High School,Married,Less than $40K,1
6291,30,F,1,Graduate,Married,Less than $40K,1
6292,34,M,4,Uneducated,Single,$120K +,1
6293,41,M,1,Post-Graduate,Single,$40K - $60K,1
6294,33,F,2,Uneducated,Married,$40K - $60K,1
6295,56,M,2,High School,Married,$120K +,1
6296,56,M,2,High School,Married,$120K +,1
6297,56,M,2,High School,Married,$120K +,1
6298,36,M,3,High School,Married,$80K - $120K,1
6299,35,M,1,Graduate,Single,$60K - $80K,1
6300,27,M,0,Graduate,Married,$40K - $60K,1
6301,46,M,1,High School,Single,$60K - $80K,1
6302,54,M,1,Unknown,Single,$80K - $120K,1
6303,54,M,1,Unknown,Single,$80K - $120K,1
6304,54,M,1,Unknown,Single,$80K - $120K,1
6305,54,M,1,Unknown,Single,$80K - $120K,1
6306,36,M,1,Post-Graduate,Married,$80K - $120K,1
6307,32,M,1,Doctorate,Single,$60K - $80K,1
6308,36,M,2,Doctorate,Married,$60K - $80K,1
6309,35,F,2,High School,Single,Less than $40K,1
6310,56,F,2,High School,Single,$40K - $60K,1
6311,39,M,2,Unknown,Married,$60K - $80K,1
6312,48,M,4,Doctorate,Single,$80K - $120K,1
6313,48,M,4,Doctorate,Single,$80K - $120K,1
6314,33,M,2,Graduate,Married,$80K - $120K,1
6315,35,F,2,Graduate,Single,Unknown,1
6316,52,F,2,Graduate,Single,Unknown,1
6317,52,F,2,Graduate,Single,Unknown,1
6318,52,F,2,Graduate,Single,Unknown,1
6319,45,M,4,Graduate,Divorced,$60K - $80K,1
6320,35,M,2,High School,Married,$60K - $80K,1
6321,55,M,2,College,Married,$120K +,1
6322,38,M,2,Unknown,Married,$80K - $120K,1
6323,47,M,5,College,Married,$120K +,1
6324,37,M,5,Post-Graduate,Married,$80K - $120K,1
6325,53,F,2,Uneducated,Married,Unknown,1
6326,45,F,3,Graduate,Divorced,Less than $40K,1
6327,30,M,1,Post-Graduate,Divorced,Less than $40K,1
6328,39,M,4,High School,Married,$60K - $80K,1
6329,39,M,4,High School,Married,$60K - $80K,1
6330,39,M,4,High School,Married,$60K - $80K,1
6331,47,M,1,High School,Married,$120K +,1
6332,49,M,3,College,Single,$120K +,1
6333,38,M,3,High School,Married,$80K - $120K,1
6334,35,M,2,Uneducated,Single,$60K - $80K,1
6335,35,M,2,Uneducated,Single,$60K - $80K,1
6336,35,M,2,Uneducated,Single,$60K - $80K,1
6337,40,M,3,Uneducated,Single,$40K - $60K,1
6338,42,F,3,College,Single,$40K - $60K,1
6339,42,F,3,College,Single,$40K - $60K,1
6340,45,M,3,Graduate,Married,$80K - $120K,1
6341,45,M,3,Graduate,Married,$80K - $120K,1
6342,45,M,3,Graduate,Married,$80K - $120K,1
6343,57,F,2,Graduate,Married,Less than $40K,1
6344,33,F,2,High School,Single,Unknown,1
6345,53,M,3,Graduate,Married,$80K - $120K,1
6346,50,M,2,College,Single,$60K - $80K,1
6347,30,M,0,High School,Married,$120K +,1
6348,37,F,3,Graduate,Single,Less than $40K,1
6349,43,M,1,Graduate,Single,$60K - $80K,1
6350,43,M,1,Graduate,Single,$60K - $80K,1
6351,37,F,1,Unknown,Single,Less than $40K,1
6352,55,M,3,Unknown,Married,$120K +,1
6353,51,M,3,High School,Single,$120K +,1
6354,36,M,4,Graduate,Single,$80K - $120K,1
6355,36,M,4,Graduate,Single,$80K - $120K,1
6356,35,F,1,High School,Married,Unknown,1
6357,34,F,2,Graduate,Single,Less than $40K,1
6358,57,M,0,Doctorate,Married,$60K - $80K,1
6359,54,F,3,College,Single,Unknown,1
6360,29,M,0,Uneducated,Married,$60K - $80K,1
6361,53,F,2,College,Single,Less than $40K,1
6362,53,F,2,College,Single,Less than $40K,1
6363,49,M,5,Unknown,Single,$40K - $60K,1
6364,52,M,1,Graduate,Married,$120K +,1
6365,40,M,3,Graduate,Married,$80K - $120K,1
6366,40,M,3,Graduate,Married,$80K - $120K,1
6367,40,M,3,Graduate,Married,$80K - $120K,1
6368,53,F,3,High School,Married,Unknown,1
6369,37,F,2,High School,Single,Less than $40K,1
6370,37,F,2,High School,Single,Less than $40K,1
6371,36,F,1,Unknown,Single,Less than $40K,1
6372,45,F,1,Unknown,Married,Less than $40K,1
6373,45,F,1,Unknown,Married,Less than $40K,1
6374,40,F,4,Graduate,Married,Less than $40K,1
6375,35,F,2,College,Married,$40K - $60K,1
6376,46,M,2,High School,Married,$60K - $80K,1
6377,46,M,2,High School,Married,$60K - $80K,1
6378,46,M,2,High School,Married,$60K - $80K,1
6379,31,M,0,Graduate,Divorced,$60K - $80K,1
6380,35,M,1,High School,Married,$60K - $80K,1
6381,56,M,2,Uneducated,Married,$80K - $120K,1
6382,34,M,3,College,Married,$80K - $120K,1
6383,42,M,4,Doctorate,Married,$80K - $120K,1
6384,29,M,1,College,Single,$60K - $80K,1
6385,37,M,3,Unknown,Married,$60K - $80K,1
6386,37,M,3,Unknown,Married,$60K - $80K,1
6387,35,F,2,Graduate,Married,Unknown,1
6388,48,M,3,Unknown,Married,$80K - $120K,1
6389,48,M,3,Unknown,Married,$80K - $120K,1
6390,33,M,1,College,Single,$80K - $120K,1
6391,35,M,2,Graduate,Married,$60K - $80K,1
6392,54,F,2,Unknown,Married,Less than $40K,1
6393,29,F,1,College,Single,Less than $40K,1
6394,33,M,2,Graduate,Married,$120K +,1
6395,48,M,3,Graduate,Unknown,$60K - $80K,1
6396,38,M,3,High School,Single,$80K - $120K,1
6397,29,M,1,College,Single,$80K - $120K,1
6398,55,F,3,Post-Graduate,Married,Unknown,1
6399,51,F,2,Graduate,Married,$40K - $60K,1
6400,57,F,3,College,Single,Unknown,1
6401,36,F,4,Uneducated,Single,Unknown,1
6402,41,M,3,Graduate,Married,$40K - $60K,1
6403,34,M,0,Graduate,Married,$60K - $80K,1
